row_index,task_name,rule_name,confidence,seasonal_period,noise_scale,context_sources,roi_size,roi_positions,applied_positions,text_preview,constraint_summary,pred_h_shape,pred_c_shape,gate_shape,pred_shape,sample_shape,notes,gate_mean,gate_std,pred_c_delta_mean_abs,pred_final_delta_mean_abs,mse,mae,rmse,mse_h,mae_h,mse_c,mae_c,pred_h_mean,pred_c_mean,pred_final_mean,roi_mse,roi_mae,roi_mse_h,roi_mae_h,roi_mse_c,roi_mae_c,gate_roi_mean,non_roi_mse,non_roi_mae,gate_non_roi_mean,mse_gain_vs_h,mae_gain_vs_h,mse_gain_vs_c,mae_gain_vs_c,roi_gate_alignment,official_roi_weight,official_h_metric,official_h_raw_metric,official_h_scaling,official_h_crps,official_h_roi_crps,official_h_non_roi_crps,official_h_standard_crps,official_h_num_roi_timesteps,official_h_num_non_roi_timesteps,official_h_violation_mean,official_h_violation_crps,official_h_variance,official_c_metric,official_c_raw_metric,official_c_scaling,official_c_crps,official_c_roi_crps,official_c_non_roi_crps,official_c_standard_crps,official_c_num_roi_timesteps,official_c_num_non_roi_timesteps,official_c_violation_mean,official_c_violation_crps,official_c_variance,official_final_metric,official_final_raw_metric,official_final_scaling,official_final_crps,official_final_roi_crps,official_final_non_roi_crps,official_final_standard_crps,official_final_num_roi_timesteps,official_final_num_non_roi_timesteps,official_final_violation_mean,official_final_violation_crps,official_final_variance,official_metric_name,official_gain_final_vs_h,official_gain_final_vs_c
0,ElectricityIncreaseInPredictionTask,electricity_event,0.95,24,11.493727111816407,"c_cov,c_f",2,"[8, 9] / horizon=24","[8, 9] / horizon=24","scenario: Suppose that there is a heat wave in city A from 2013-05-28 12:00:00 for 2 hours in city A, leading to excessive use of air conditioning, and 4 times the usual electricity being consumed. background: This is...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,"start=2013-05-28 12:00:00 | duration=2 | multiplier=4.0000 | active_positions=[8, 9] / horizon=24",0.1617974191904068,0.19983124732971191,118.9365005493164,98.29183959960938,56546.00390625,133.74732971191406,237.794036733998,305800.21875,232.0391845703125,33146.61328125,113.1026840209961,341.1613464355469,460.0978088378906,439.4532165527344,559058.5625,703.619873046875,3550109.0,1883.1219482421875,278265.90625,455.8839111328125,0.8241219520568848,10863.04296875,81.94073486328125,0.10158610343933105,249254.21484375,98.29185485839844,-23399.390625,-20.64464569091797,0.7225358486175537,0.5,0.03885304988619511,0.03885304988619511,3.970021498389542e-05,0.03885304988619511,0.07464129628492816,0.003064803487462062,0.00902951111962137,2.0,22.0,0.0,0.0,-1.0,0.010522222449425304,0.010522222449425304,3.970021498389542e-05,0.010522222449425304,0.017979641411388546,0.003064803487462062,0.0043077065973078366,2.0,22.0,0.0,0.0,-1.0,0.015439807859531609,0.015439807859531609,3.970021498389542e-05,0.015439807859531609,0.027814812231601153,0.003064803487462062,0.005127303761807417,2.0,22.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.023413242026663502,-0.004917585410106305
1,ElectricityIncreaseInPredictionTask,electricity_event,0.95,24,35.02302703857422,"c_cov,c_f",3,"[5, 6, 7] / horizon=24","[5, 6, 7] / horizon=24","scenario: Suppose that there is a heat wave in city A from 2012-10-09 18:00:00 for 3 hours in city A, leading to excessive use of air conditioning, and 5 times the usual electricity being consumed. background: This is...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,"start=2012-10-09 18:00:00 | duration=3 | multiplier=5.0000 | active_positions=[5, 6, 7] / horizon=24",0.18562860786914825,0.23319095373153687,1575.6793212890625,1264.5350341796875,1492539.5,593.6774291992188,1221.6953384539045,22862766.0,1858.21240234375,156484.25,282.5330810546875,2628.200927734375,4203.88037109375,3892.735595703125,11511324.0,3391.6044921875,182473136.0,13507.8837890625,822882.25,902.4498901367188,0.8025310635566711,61284.54296875,193.9735565185547,0.09749969094991684,21370226.5,1264.5349731445312,-1336055.25,-311.14434814453125,0.7050313726067543,0.5,0.2712989419002506,0.2712989419002506,3.970021498389542e-05,0.2712989419002506,0.5356001160954998,0.006997767705001266,0.07307306650388269,3.0,21.0,0.0,0.0,-1.0,0.0210797034193651,0.0210797034193651,3.970021498389542e-05,0.0210797034193651,0.03516163913372893,0.006997767705001266,0.010518257287512814,3.0,21.0,0.0,0.0,-1.0,0.07048968377637738,0.07048968377637738,3.970021498389542e-05,0.07048968377637738,0.13398159984775349,0.006997767705001266,0.022870752376765894,3.0,21.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.20080925812387324,-0.04940998035701227
2,ElectricityIncreaseInPredictionTask,electricity_event,0.95,24,5.946616172790527,"c_cov,c_f",1,[12] / horizon=24,[12] / horizon=24,"scenario: Suppose that there is a heat wave in city A from 2013-10-03 12:00:00 for 1 hour in city A, leading to excessive use of air conditioning, and 4 times the usual electricity being consumed. background: This is ...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,start=2013-10-03 12:00:00 | duration=1 | multiplier=4.0000 | active_positions=[12] / horizon=24,0.13917072117328644,0.14480145275592804,156.1199188232422,130.10528564453125,28675.376953125,104.24051666259766,169.3380552419479,617579.875,234.34580993652344,8397.216796875,78.22589111328125,1099.7061767578125,1255.8260498046875,1229.8115234375,492692.9375,701.9208984375,14626401.0,3824.44775390625,6017.07763671875,77.56982421875,0.833367645740509,8500.7021484375,78.2544174194336,0.10898824036121368,588904.498046875,130.10529327392578,-20278.16015625,-26.014625549316406,0.7243794053792953,0.5,0.0773614341002191,0.0773614341002191,3.970021498389542e-05,0.0773614341002191,0.15173609281368003,0.002986775386758173,0.009184663108065576,1.0,23.0,0.0,0.0,-1.0,0.002985499917813192,0.002985499917813192,3.970021498389542e-05,0.002985499917813192,0.0029842244488682114,0.002986775386758173,0.002986668996716557,1.0,23.0,0.0,0.0,-1.0,0.015378935853768403,0.015378935853768403,3.970021498389542e-05,0.015378935853768403,0.02777109632077863,0.002986775386758173,0.004019456132415766,1.0,23.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.061982498246450704,-0.01239343593595521
3,ElectricityIncreaseInPredictionTask,electricity_event,0.95,24,0.752347183227539,"c_cov,c_f",1,[19] / horizon=24,[19] / horizon=24,"scenario: Suppose that there is a heat wave in city A from 2013-12-19 00:00:00 for 1 hour in city A, leading to excessive use of air conditioning, and 3 times the usual electricity being consumed. background: This is ...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,start=2013-12-19 00:00:00 | duration=1 | multiplier=3.0000 | active_positions=[19] / horizon=24,0.1379610151052475,0.1389884352684021,8.529311180114746,6.8619208335876465,28.4515438079834,3.6807126998901367,5.333998857141179,1427.95166015625,10.542633056640625,29.705087661743164,3.7120378017425537,93.49566650390625,102.02498626708984,100.35758209228516,385.4461364746094,19.632781982421875,33973.44921875,184.31887817382812,415.5312194824219,20.38458251953125,0.8045105338096619,12.930039405822754,2.9871444702148438,0.10898060351610184,1399.5001163482666,6.861920356750488,1.2535438537597656,0.03132510185241699,0.69552993029356,0.5,0.0037032614403123007,0.0037032614403123007,3.970021498389542e-05,0.0037032614403123007,0.007305089968816738,0.0001014329118078638,0.00040158527656287523,1.0,23.0,0.0,0.0,-1.0,0.00044371115342596167,0.00044371115342596167,3.970021498389542e-05,0.00044371115342596167,0.0007859893950440595,0.0001014329118078638,0.00012995612385008888,1.0,23.0,0.0,0.0,-1.0,0.0004342244242210519,0.0004342244242210519,3.970021498389542e-05,0.0004342244242210519,0.00076701593663424,0.0001014329118078638,0.0001291655630830131,1.0,23.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.003269037016091249,9.48672920490979e-06
4,ElectricityIncreaseInPredictionTask,electricity_event,0.95,24,6.783366394042969,"c_cov,c_f",2,"[18, 19] / horizon=24","[18, 19] / horizon=24","scenario: Suppose that there is a heat wave in city A from 2012-05-13 16:00:00 for 2 hours in city A, leading to excessive use of air conditioning, and 3 times the usual electricity being consumed. background: This is...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,"start=2012-05-13 16:00:00 | duration=2 | multiplier=3.0000 | active_positions=[18, 19] / horizon=24",0.16829431056976318,0.19806921482086182,172.1529083251953,141.95606994628906,14707.7880859375,78.26744842529297,121.27566980205675,355519.25,220.22352600097656,4547.0498046875,55.506591796875,785.0291137695312,957.1820678710938,926.9851684570312,128007.3828125,350.129638671875,4217745.0,2053.6025390625,6078.51953125,76.999267578125,0.8245104551315308,4407.8251953125,53.552711486816406,0.10863830894231796,340811.4619140625,141.9560775756836,-10160.73828125,-22.76085662841797,0.7158721461892128,0.5,0.0416556199854472,0.0416556199854472,3.970021498389542e-05,0.0416556199854472,0.08132546747101034,0.0019857724998840532,0.008597413293145003,2.0,22.0,0.0,0.0,-1.0,0.002479070610220296,0.002479070610220296,3.970021498389542e-05,0.002479070610220296,0.0029723687205565385,0.0019857724998840532,0.0020679894069025326,2.0,22.0,0.0,0.0,-1.0,0.007841498479767709,0.007841498479767709,3.970021498389542e-05,0.007841498479767709,0.013697224459651366,0.0019857724998840532,0.0029617261736060232,2.0,22.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.033814121505679494,-0.005362427869547413
5,ElectricityIncreaseInPredictionWithDistractorText,electricity_event,0.7999999999999999,24,11.493727111816407,"c_cov,c_f",2,"[8, 9] / horizon=24","[8, 9] / horizon=24","scenario: Suppose that there is a heat wave in city A from 2013-05-28 12:00:00 for 2 hours, leading to excessive use of air conditioning, and 4 times the usual electricity being consumed. A brief technical issue in th...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,"start=2013-05-28 12:00:00 | duration=2 | multiplier=4.0000 | active_positions=[8, 9] / horizon=24",0.15816478431224823,0.1878148764371872,118.9365005493164,93.15706634521484,63895.80859375,138.8821258544922,252.77620258590403,305800.21875,232.0391845703125,33146.61328125,113.1026840209961,341.1613464355469,460.0978088378906,434.3183898925781,647256.1875,765.2371826171875,3550109.0,1883.1219482421875,278265.90625,455.8839111328125,0.7805303335189819,10863.04296875,81.94073486328125,0.10158610343933105,241904.41015625,93.15705871582031,-30749.1953125,-25.779441833496094,0.6789442300796509,0.5,0.03879199489097484,0.03879199489097484,3.970021498389542e-05,0.03879199489097484,0.07456469040841442,0.003019299373535252,0.008981414939738478,2.0,22.0,0.0,0.0,-1.0,0.01046116691041007,0.01046116691041007,3.970021498389542e-05,0.01046116691041007,0.017903034447284884,0.003019299373535252,0.004259610124866717,2.0,22.0,0.0,0.0,-1.0,0.016601859976511816,0.016601859976511816,3.970021498389542e-05,0.016601859976511816,0.030184420579488377,0.003019299373535252,0.005283059574994216,2.0,22.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.022190134914463023,-0.0061406930661017465
6,ElectricityIncreaseInPredictionWithDistractorText,electricity_event,0.7999999999999999,24,35.02302703857422,"c_cov,c_f",3,"[5, 6, 7] / horizon=24","[5, 6, 7] / horizon=24","scenario: Suppose that there is a heat wave in city A from 2012-10-09 18:00:00 for 3 hours, leading to excessive use of air conditioning, and 5 times the usual electricity being consumed. Historically, over the past 3...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,"start=2012-10-09 18:00:00 | duration=3 | multiplier=5.0000 | active_positions=[5, 6, 7] / horizon=24",0.17969681322574615,0.21749864518642426,1575.6793212890625,1189.7626953125,2044459.5,668.44970703125,1429.8459707255183,22862766.0,1858.21240234375,156484.25,282.5330810546875,2628.200927734375,4203.88037109375,3817.963623046875,15926684.0,3989.782958984375,182473136.0,13507.8837890625,822882.25,902.4498901367188,0.7550767064094543,61284.54296875,193.9735565185547,0.09749969094991684,20818306.5,1189.7626953125,-1887975.25,-385.9166259765625,0.6575770154595375,0.5,0.2711698260338736,0.2711698260338736,3.970021498389542e-05,0.2711698260338736,0.535274651817399,0.007065000250348265,0.07309120871548697,3.0,21.0,0.0,0.0,-1.0,0.020950581684114362,0.020950581684114362,3.970021498389542e-05,0.020950581684114362,0.03483616311788046,0.007065000250348265,0.010536400858858907,3.0,21.0,0.0,0.0,-1.0,0.08223448021425425,0.08223448021425425,3.970021498389542e-05,0.08223448021425425,0.15740396017816025,0.007065000250348265,0.02585737226058213,3.0,21.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.18893534581961932,-0.061283898530139894
7,ElectricityIncreaseInPredictionWithDistractorText,electricity_event,0.7999999999999999,24,5.946616172790527,"c_cov,c_f",1,[12] / horizon=24,[12] / horizon=24,"scenario: Suppose that there is a heat wave in city A from 2013-10-03 12:00:00 for 1 hour, leading to excessive use of air conditioning, and 4 times the usual electricity being consumed. A brief technical issue in the...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,start=2013-10-03 12:00:00 | duration=1 | multiplier=4.0000 | active_positions=[12] / horizon=24,0.13742196559906006,0.13641786575317383,156.1199188232422,123.55289459228516,38904.3046875,110.79290771484375,197.24174174727824,617579.875,234.34580993652344,8397.216796875,78.22589111328125,1099.7061767578125,1255.8260498046875,1223.2591552734375,738187.1875,859.17822265625,14626401.0,3824.44775390625,6017.07763671875,77.56982421875,0.7913975119590759,8500.7021484375,78.2544174194336,0.10898824036121368,578675.5703125,123.55290222167969,-30507.087890625,-32.5670166015625,0.6824092715978622,0.5,0.07735884244179586,0.07735884244179586,3.970021498389542e-05,0.07735884244179586,0.1517429870565869,0.0029746978270048163,0.009173377049718406,1.0,23.0,0.0,0.0,-1.0,0.0029829055089660274,0.0029829055089660274,3.970021498389542e-05,0.0029829055089660274,0.0029911131909272385,0.0029746978270048163,0.0029753823053159227,1.0,23.0,0.0,0.0,-1.0,0.018497916234559496,0.018497916234559496,3.970021498389542e-05,0.018497916234559496,0.034021134642114176,0.0029746978270048163,0.004268301481187927,1.0,23.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.05886092620723636,-0.01551501072559347
8,ElectricityIncreaseInPredictionWithDistractorText,electricity_event,0.7999999999999999,24,0.752347183227539,"c_cov,c_f",1,[19] / horizon=24,[19] / horizon=24,"scenario: Suppose that there is a heat wave in city A from 2013-12-19 00:00:00 for 1 hour, leading to excessive use of air conditioning, and 3 times the usual electricity being consumed. A brief technical issue in the...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,start=2013-12-19 00:00:00 | duration=1 | multiplier=3.0000 | active_positions=[19] / horizon=24,0.13599757850170135,0.12957234680652618,8.529311180114746,6.459997653961182,48.11027908325195,4.082635402679443,6.936157371574837,1427.95166015625,10.542633056640625,29.705087661743164,3.7120378017425537,93.49566650390625,102.02498626708984,99.9556655883789,857.2557983398438,29.2789306640625,33973.44921875,184.31887817382812,415.5312194824219,20.38458251953125,0.7573879957199097,12.930039405822754,2.9871444702148438,0.10898060351610184,1379.841381072998,6.459997653961182,-18.40519142150879,-0.37059760093688965,0.6484073922038078,0.5,0.003699501504609178,0.003699501504609178,3.970021498389542e-05,0.003699501504609178,0.007296275578877148,0.00010272743034120784,0.00040245864105794746,1.0,23.0,0.0,0.0,-1.0,0.00045028122772984715,0.00045028122772984715,3.970021498389542e-05,0.00045028122772984715,0.0007978350251184864,0.00010272743034120784,0.00013169033513277034,1.0,23.0,0.0,0.0,-1.0,0.0006219418264927704,0.0006219418264927704,3.970021498389542e-05,0.0006219418264927704,0.0011411562226443328,0.00010272743034120784,0.00014599533454824677,1.0,23.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.0030775596781164073,-0.00017166059876292321
9,ElectricityIncreaseInPredictionWithDistractorText,electricity_event,0.7499999999999999,24,6.783366394042969,"c_cov,c_f",2,"[18, 19] / horizon=24","[18, 19] / horizon=24","scenario: Suppose that there is a heat wave in city A from 2012-05-13 16:00:00 for 2 hours, leading to excessive use of air conditioning, and 3 times the usual electricity being consumed. There was a festival in neigh...",none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,"start=2012-05-13 16:00:00 | duration=2 | multiplier=3.0000 | active_positions=[18, 19] / horizon=24",0.16331301629543304,0.18156865239143372,172.1529083251953,131.66900634765625,23159.791015625,88.55452728271484,152.1834124194388,355519.25,220.22352600097656,4547.0498046875,55.506591796875,785.0291137695312,957.1820678710938,916.6980590820312,229431.40625,473.5745849609375,4217745.0,2053.6025390625,6078.51953125,76.999267578125,0.7647348642349243,4407.8251953125,53.552711486816406,0.10863830894231796,332359.458984375,131.66899871826172,-18612.7412109375,-33.047935485839844,0.6560965552926064,0.5,0.0416683222056349,0.0416683222056349,3.970021498389542e-05,0.0416683222056349,0.08135930712006094,0.0019773372912088565,0.008592501191206022,2.0,22.0,0.0,0.0,-1.0,0.002442644484017922,0.002442644484017922,3.970021498389542e-05,0.002442644484017922,0.002907951676826987,0.0019773372912088565,0.002054888641454669,2.0,22.0,0.0,0.0,-1.0,0.010304595883828838,0.010304595883828838,3.970021498389542e-05,0.010304595883828838,0.01863185447644882,0.0019773372912088565,0.003365213874756489,2.0,22.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.03136372632180606,-0.007861951399810916
10,ElectricityIncreaseInPredictionWithDistractorWithDates,electricity_event,0.7499999999999999,24,11.493727111816407,"c_cov,c_f",2,"[8, 9] / horizon=24","[8, 9] / horizon=24",scenario: There was a festival in neighbouring cities B and C that resulted in 10 times the usual electricity being consumed there from 2013-05-28 12:00:00 for 2 hours. But this did not affect electricity consumption ...,none,"(24, 1)","(24, 1)","(24, 1)","(24, 1)",32x24x1,"start=2013-05-28 12:00:00 | duration=2 | multiplier=10.0000 | active_positions=[8, 9] / horizon=24",0.14323057234287262,0.1784527748823166,356.8094787597656,263.0755920410156,173583.328125,181.2611083984375,416.63332574939324,305800.21875,232.0391845703125,526838.875,274.9950256347656,341.1613464355469,697.9708862304688,604.2368774414062,1963506.375,1273.7850341796875,3550109.0,1883.1219482421875,6202573.5,2398.592041015625,0.734825849533081,10863.04296875,81.94073486328125,0.08944917470216751,132216.890625,50.778076171875,353255.546875,93.73391723632812,0.6453766748309135,0.5,0.03874038933054587,0.03874038933054587,3.970021498389542e-05,0.03874038933054587,0.07442604002375905,0.0030547386373326814,0.009002347414330867,2.0,22.0,0.0,0.0,-1.0,0.04905933470008527,0.04905933470008527,3.970021498389542e-05,0.04905933470008527,0.09506393076283787,0.0030547386373326814,0.010722170834884491,2.0,22.0,0.0,0.0,-1.0,0.026731794499070705,0.026731794499070705,3.970021498389542e-05,0.026731794499070705,0.05040885036080872,0.0030547386373326814,0.007000914134715399,2.0,22.0,0.0,0.0,-1.0,threshold_weighted_crps.metric,0.012008594831475164,0.022327540201014566
